lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/lifetime/en-GB/index.html" 10.179.3.211 114.119.166.215 - - [24/Apr/2020:00:35:21 +0100] "GET /lifetime/en-GB/index.html?LPPPSession=1569283200030 HTTP/1.1" 200 16017 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; AspiegelBot)" 1727 1587684921.200+5 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 2600:6c42:7800:1b53:6c1e:5134:18f7:834d - - [24/Apr/2020:15:32:43 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1" 17981 1587738763.500+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 2600:6c42:7800:1b53:6c1e:5134:18f7:834d - - [24/Apr/2020:15:32:43 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1" 16612 1587738763.500+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 2600:6c42:7800:1b53:6c1e:5134:18f7:834d - - [24/Apr/2020:15:32:43 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1" 17307 1587738763.663+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 2600:6c42:7800:1b53:6c1e:5134:18f7:834d - - [24/Apr/2020:15:32:43 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1" 10271 1587738763.668+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 2600:6c42:7800:1b53:6c1e:5134:18f7:834d - - [24/Apr/2020:15:32:43 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587738763601&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1" 15834 1587738763.668+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 2600:6c42:7800:1b53:6c1e:5134:18f7:834d - - [24/Apr/2020:15:32:44 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1" 17301 1587738764.142+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 19596 1587739316.286+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/LanguageManagement.js" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /javascript/LanguageManagement.js HTTP/1.1" 200 1898 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 21356 1587739316.476+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 20214 1587739316.627+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/popin.js" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1297 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 17301 1587739316.630+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 17789 1587739316.630+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 16182 1587739316.655+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 16182 1587739316.809+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:56 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 15834 1587739316.821+6 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:57 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 16182 1587739317.021+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:57 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 15834 1587739317.030+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:57 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587739316922&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 20214 1587739317.031+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 2600:387:1:816::7f - - [24/Apr/2020:15:41:57 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 20214 1587739317.568+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 67.240.56.170 - - [24/Apr/2020:15:55:20 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587740120800&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 24654 1587740120.970+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 27177 1587740571.080+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/LanguageManagement.js" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /javascript/LanguageManagement.js HTTP/1.1" 200 1898 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 26715 1587740571.562+4 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/popin.js" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1297 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 31263 1587740571.565+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 30457 1587740571.611+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 28246 1587740571.618+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 29383 1587740571.622+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 29226 1587740571.625+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 93.189.166.172 - - [24/Apr/2020:16:02:51 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 30457 1587740571.884+5 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp.css" - 93.189.166.172 - - [24/Apr/2020:16:02:52 +0100] "GET /css/lppp.css HTTP/1.1" 200 10206 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 28246 1587740572.112+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 93.189.166.172 - - [24/Apr/2020:16:02:52 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587740564243&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 29383 1587740572.149+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 93.189.166.172 - - [24/Apr/2020:16:02:52 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 30667 1587740572.153+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 93.189.166.172 - - [24/Apr/2020:16:02:52 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 29226 1587740572.156+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 93.189.166.172 - - [24/Apr/2020:16:02:52 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 28246 1587740572.681+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/en-GB/index.html" - 93.189.166.172 - - [24/Apr/2020:16:13:35 +0100] "GET /pool/en-GB/index.html?LPPPSession=1587740564243 HTTP/1.1" 200 7100 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2009 1587741215.998+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CVector.js" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/CVector.js HTTP/1.1" 200 2008 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2009 1587741216.310+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CBall.js" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/CBall.js HTTP/1.1" 200 838 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 3400 1587741216.314+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CGraphics.js" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/CGraphics.js HTTP/1.1" 200 17186 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 3919 1587741216.376+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/LPPP_Pool.js" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/Pool/LPPP_Pool.js HTTP/1.1" 200 29040 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 31783 1587741216.381+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/style.css" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/Pool/style.css HTTP/1.1" 200 6020 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 3427 1587741216.386+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CMaths.js" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/CMaths.js HTTP/1.1" 200 2018 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2009 1587741216.390+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/init.js" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/Pool/init.js HTTP/1.1" 200 312 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 3919 1587741216.461+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/pool_table.jpg" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /javascript/js/Pool/pool_table.jpg HTTP/1.1" 200 56447 "http://lppp.lancs.ac.uk/javascript/js/Pool/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2060 1587741216.799+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 93.189.166.172 - - [24/Apr/2020:16:13:36 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587740564243&LPPPModule=2&LPPPMode=1 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 3400 1587741216.804+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/pop-ups/en-GB/ConservationMomentum.html" - 93.189.166.172 - - [24/Apr/2020:16:14:05 +0100] "GET /pool/pop-ups/en-GB/ConservationMomentum.html HTTP/1.1" 200 2400 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 31783 1587741245.846+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/pop-ups/images/conser1.gif" - 93.189.166.172 - - [24/Apr/2020:16:14:05 +0100] "GET /pool/pop-ups/images/conser1.gif HTTP/1.1" 200 2130 "http://lppp.lancs.ac.uk/pool/pop-ups/en-GB/ConservationMomentum.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 3568 1587741245.969+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/pop-ups/images/conser2.gif" - 93.189.166.172 - - [24/Apr/2020:16:14:06 +0100] "GET /pool/pop-ups/images/conser2.gif HTTP/1.1" 200 1989 "http://lppp.lancs.ac.uk/pool/pop-ups/en-GB/ConservationMomentum.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 4366 1587741246.010+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/pop-ups/en-GB/ConservationK-Energy.html" - 93.189.166.172 - - [24/Apr/2020:16:14:21 +0100] "GET /pool/pop-ups/en-GB/ConservationK-Energy.html HTTP/1.1" 200 1775 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2060 1587741261.693+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/pop-ups/images/conser3.gif" - 93.189.166.172 - - [24/Apr/2020:16:14:21 +0100] "GET /pool/pop-ups/images/conser3.gif HTTP/1.1" 200 2142 "http://lppp.lancs.ac.uk/pool/pop-ups/en-GB/ConservationK-Energy.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 4432 1587741261.785+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/annihilation/en-GB/index.html" - 93.189.166.172 - - [24/Apr/2020:16:14:56 +0100] "GET /annihilation/en-GB/index.html?LPPPSession=1587740564243 HTTP/1.1" 200 8022 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 4865 1587741296.744+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/C4Vector.js" - 93.189.166.172 - - [24/Apr/2020:16:14:56 +0100] "GET /javascript/js/C4Vector.js HTTP/1.1" 200 1605 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 4865 1587741296.995+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CParticle.js" - 93.189.166.172 - - [24/Apr/2020:16:14:56 +0100] "GET /javascript/js/CParticle.js HTTP/1.1" 200 9392 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2060 1587741296.999+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CPath.js" - 93.189.166.172 - - [24/Apr/2020:16:14:57 +0100] "GET /javascript/js/CPath.js HTTP/1.1" 200 606 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 4476 1587741297.063+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Annihilation/init_index.js" - 93.189.166.172 - - [24/Apr/2020:16:14:57 +0100] "GET /javascript/js/Annihilation/init_index.js HTTP/1.1" 200 336 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 2060 1587741297.082+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CConstants.js" - 93.189.166.172 - - [24/Apr/2020:16:14:57 +0100] "GET /javascript/js/CConstants.js HTTP/1.1" 200 189 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 4856 1587741297.086+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Annihilation/LPPP_Annihilation.js" - 93.189.166.172 - - [24/Apr/2020:16:14:57 +0100] "GET /javascript/js/Annihilation/LPPP_Annihilation.js HTTP/1.1" 200 20233 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587740564243" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" 1502 1587741297.091+1 (- -)
